DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1111/jgh.15306,33074566.0,,Development and validation of a radiomics signature as a non‐invasive complementary predictor of gastroesophageal varices and high‐risk varices in compensated advanced chronic liver disease: A multicenter study,"BACKGROUND AND AIM Gastroesophageal varices (GEV) present in compensated advanced chronic liver disease (cACLD) and can develop into high-risk varices (HRV). The gold standard for diagnosing GEV is esophagogastroduodenoscopy (EGD). However, EGD is invasive and less tolerant. This study aimed to develop and validate radiomics signatures based on non-contrast-enhanced computed tomography (CT) images for non-invasive diagnosis of GEV and HRV in patients with cACLD. METHODS The multicenter trial enrolled 161 patients with cACLD from six university hospitals in China between January 2015 and September 2019, who underwent both EGD and non-contrast-enhanced CT examination within 14 days prior to the endoscopy. Two radiomics signatures, termed rGEV and rHRV, respectively, were built based on CT images in a training cohort of 129 patients and validated in a prospective validation cohort of 32 patients (ClinicalTrials. gov identifier: NCT03749954). RESULTS In the training cohort, both rGEV and rHRV exhibited high discriminative abilities on determining the existence of GEV and HRV with the area under receiver operating characteristic curve (AUC) of 0·941 (95% CI 0·904-0·978) and 0·836 (95% CI 0·766-0·905), respectively. In validation cohort, rGEV and rHRV showed high discriminative abilities with AUCs of 0·871 (95% CI 0·739-1·000) and 0·831 (95% CI 0·685-0·978), respectively. CONCLUSIONS This study demonstrated that rGEV and rHRV could serve as the satisfying auxiliary parameters for detection of GEV and HRV with good diagnostic performance.","Yifei Huang,Fangze Huang,Yifei Huang,Yifei Huang,Yifei Huang,Fangze Huang,Li Yang,Weiling Hu,Li Yang,Weiling Hu,Weiling Hu,Yanna Liu,Yanna Liu,Zihuai Lin,Zihuai Lin,Xiang-Pan Meng,Xiangpan Meng,Xiang-Pan Meng,Muhui Zeng,Manling Zeng,He Cai,Chaohui He,Qing Xu,Guanghang Xie,Qing Xu,Chuan Liu,Guanghang Xie,Chuan Liu,Mingkai Liang,Xiaoguo Li,Mingkai Liang,Ning Kang,Xiaoguo Li,Dan Xu,Ning Kang,Dan Xu,Jitao Wang,Jitao Wang,Liting Zhang,Liting Zhang,Xiaorong Mao,Xiaorong Mao,Yang Chen,Changqing Yang,Ming Xu,Xingshun Qi,Ming Xu,Xiaolong Qi,Hua Mao,Xiaolong Qi,Hua Mao,Hua Mao",Journal of Gastroenterology and Hepatology,2020.0
10.7150/thno.50565,33052242.0,,Early response evaluation using primary tumor and nodal imaging features to predict progression-free survival of locally advanced non-small cell lung cancer.,"Prognostic biomarkers that can reliably predict early disease progression of non-small cell lung cancer (NSCLC) are needed for identifying those patients at high risk for progression, who may benefit from more intensive treatment. In this work, we aimed to identify an imaging signature for predicting progression-free survival (PFS) of locally advanced NSCLC. Methods: This retrospective study included 82 patients with stage III NSCLC treated with definitive chemoradiotherapy for whom both baseline and mid-treatment PET/CT scans were performed. They were randomly placed into two groups: training cohort (n=41) and testing cohort (n=41). All primary tumors and involved lymph nodes were delineated. Forty-five quantitative imaging features were extracted to characterize the tumors and involved nodes at baseline and mid-treatment as well as differences between two scans performed at these two points. An imaging signature was developed to predict PFS by fitting an L1-regularized Cox regression model. Results: The final imaging signature consisted of three imaging features: the baseline tumor volume, the baseline maximum distance between involved nodes, and the change in maximum distance between the primary tumor and involved nodes measured at two time points. According to multivariate analysis, the imaging model was an independent prognostic factor for PFS in both the training (hazard ratio [HR], 1.14, 95% confidence interval [CI], 1.04-1.24; P = 0.003), and testing (HR, 1.21, 95% CI, 1.10-1.33; P = 0.048) cohorts. The imaging signature stratified patients into low- and high-risk groups, with 2-year PFS rates of 61.9% and 33.2%, respectively (P = 0.004 [log-rank test]; HR, 4.13, 95% CI, 1.42-11.70) in the training cohort, as well as 43.8% and 22.6%, respectively (P = 0.006 [log-rank test]; HR, 3.45, 95% CI, 1.35-8.83) in the testing cohort. In both cohorts, the imaging signature significantly outperformed conventional imaging metrics, including tumor volume and SUVmax value (C-indices: 0.77-0.79 for imaging signature, and 0.53-0.73 for conventional metrics). Conclusions: Evaluation of early treatment response by combining primary tumor and nodal imaging characteristics may improve the prediction of PFS of locally advanced NSCLC patients.","Nasha Zhang,Nasha Zhang,Ruyi Liang,Rachel Liang,Michael F. Gensheimer,Meiying Guo,Michael F. Gensheimer,Hui Zhu,Meiying Guo,Meiying Guo,Yu J,Hui Zhu,Maximilian Diehn,Jinming Yu,Maximilian Diehn,Bill W. Loo,Ruijiang Li,Billy W. Loo,Jia Wu,Ruijiang Li,Jia Wu,Jia Wu",Theranostics,2020.0
10.1016/j.ejmp.2020.10.029,33190077.0,,Impact of quantization algorithm and number of gray level intensities on variability and repeatability of low field strength magnetic resonance image-based radiomics texture features,"PURPOSE The purpose of this work was to investigate the impact of quantization preprocessing parameter selection on variability and repeatability of texture features derived from low field strength magnetic resonance (MR) images. METHODS Texture features were extracted from low field strength images of a daily image QA phantom with four texture inserts. Feature variability over time was quantified using all combinations of three quantization algorithms and four different numbers of gray level intensities. In addition, texture features were extracted using the same combinations from the low field strength MR images of the gross tumor volume (GTV) and left kidney of patients with repeated set up scans. The impact of region of interest (ROI) preprocessing on repeatability was investigated with a test-retest study design. RESULTS The phantom ROIs quantized to 64Gy level intensities using the histogram equalization method resulted in the greatest number of features with the least variability. There was no clear method that resulted in the highest repeatability in the GTV or left kidney. However, eight texture features extracted from the GTV were repeatable regardless of ROI processing combination. CONCLUSION Low field strength MR images can provide a stable basis for texture analysis with ROIs quantized to 64Gy levels using histogram equalization, but there is no clear optimal combination for repeatability.","Garrett Simpson,John C. Ford,Garrett Simpson,Ricardo Llorente,John C. Ford,Lorraine Portelance,Ricardo Llorente,Fei Yang,Lorraine Portelance,Eric A. Mellon,Fei Yang,F Yang,Eric A. Mellon,Nesrin Dogan,N. Dogan",Physica Medica,2020.0
10.3390/cancers12102978,33066609.0,,Implementing Systems Modelling and Molecular Imaging to Predict the Efficacy of BCL-2 Inhibition in Colorectal Cancer Patient-Derived Xenograft Models,"Resistance to chemotherapy often results from dysfunctional apoptosis, however multiple proteins with overlapping functions regulate this pathway. We sought to determine whether an extensively validated, deterministic apoptosis systems model, ‘DR_MOMP’, could be used as a stratification tool for the apoptosis sensitiser and BCL-2 antagonist, ABT-199 in patient-derived xenograft (PDX) models of colorectal cancer (CRC). Through quantitative profiling of BCL-2 family proteins, we identified two PDX models which were predicted by DR_MOMP to be sufficiently sensitive to 5-fluorouracil (5-FU)-based chemotherapy (CRC0344), or less responsive to chemotherapy but sensitised by ABT-199 (CRC0076). Treatment with ABT-199 significantly improved responses of CRC0076 PDXs to 5-FU-based chemotherapy, but showed no sensitisation in CRC0344 PDXs, as predicted from systems modelling. 18F-Fluorodeoxyglucose positron emission tomography/computed tomography (18F-FDG-PET/CT) scans were performed to investigate possible early biomarkers of response. In CRC0076, a significant post-treatment decrease in mean standard uptake value was indeed evident only in the combination treatment group. Radiomic CT feature analysis of pre-treatment images in CRC0076 and CRC0344 PDXs identified features which could phenotypically discriminate between models, but were not predictive of treatment responses. Collectively our data indicate that systems modelling may identify metastatic (m)CRC patients benefitting from ABT-199, and that 18F-FDG-PET could independently support such predictions.","Alice C. O’Farrell,Alice C. O’Farrell,Monika A. Jarzabek,Andreas U. Lindner,Monika A. Jarzabek,Andreas U. Lindner,Steven Carberry,Emer Conroy,Steven Carberry,Emer Conroy,Ian S. Miller,Kate Connor,Ian S. Miller,Kate Connor,Liam Shiels,Liam Shiels,Eugenia R. Zanella,Eugenia R. Zanella,Federico Lucantoni,Adam Lafferty,Federico Lucantoni,Adam Lafferty,Kieron White,Mariangela Meyer Meyer Villamandos,Kieron White,Mariangela Meyer Meyer Villamandos,Patrick Dicker,William M. Gallagher,Patrick Dicker,Simon Keek,William M. Gallagher,Simon Keek,Sebastian Sanduleanu,Philippe Lambin,Sebastian Sanduleanu,Henry C. Woodruff,Philippe Lambin,Andrea Bertotti,Henry C. Woodruff,Andrea Bertotti,Livio Trusolino,Annette T. Byrne,Livio Trusolino,Jochen H M Prehn,Annette T. Byrne,Jochen H. M. Prehn",Cancers,2020.0
10.1016/j.ijrobp.2020.07.1288,,,Integration of Risk Survival Measures Estimated From Pre- and Posttreatment Computed Tomography Scans Improves Stratification of Patients With Early-Stage Non-small Cell Lung Cancer Treated With Stereotactic Body Radiation Therapy.,"To predict overall survival of patients receiving stereotactic body radiation therapy (SBRT) for early-stage non-small cell lung cancer (ES-NSCLC), we developed a radiomic model that integrates risk of death estimates and changes based on pre- and posttreatment computed tomography (CT) scans. We hypothesize this innovation will improve our ability to stratify patients into various oncologic outcomes with greater accuracy.Two cohorts of patients with ES-NSCLC uniformly treated with SBRT (a median dose of 50 Gy in 4-5 fractions) were studied. Prediction models were built on a discovery cohort of 100 patients with treatment planning CT scans, and then were applied to a separate validation cohort of 60 patients with pre- and posttreatment CT scans for evaluating their performance.Prediction models achieved a c-index up to 0.734 in predicting survival outcomes of the validation cohort. The integration of the pretreatment risk of survival measures (risk-high vs risk-low) and changes (risk-increase vs risk-decrease) in risk of survival measures between the pretreatment and posttreatment scans further stratified the patients into 4 subgroups (risk: high, increase; risk: high, decrease; risk: low, increase; risk: low, decrease) with significant difference (χ2 = 18.549, P = .0003, log-rank test). There was also a significant difference between the risk-increase and risk-decrease groups (χ2 = 6.80, P = .0091, log-rank test). In addition, a significant difference (χ2 = 7.493, P = .0062, log-rank test) was observed between the risk-high and risk-low groups obtained based on the pretreatment risk of survival measures.The integration of risk of survival measures estimated from pre- and posttreatment CT scans can help differentiate patients with good expected survival from those who will do more poorly following SBRT. The analysis of these radiomics-based longitudinal risk measures may help identify patients with early-stage NSCLC who will benefit from adjuvant treatment after lung SBRT, such as immunotherapy.","Zhicheng Jiao,Z. Jiao,Hongming Li,Zhicheng Jiao,H. Li,Ying Xiao,Hongming Li,Charu Aggarwal,Y. Xiao,Ying Xiao,Maya Galperin-Aizenberg,Maya Galperin-Aizenberg,Charu Aggarwal,Daniel A. Pryma,Daniel A. Pryma,Charles B. Simone,Charles B. Simone,S.J. Feigenberg,Steven J. Feigenberg,Gary D. Kao,Gary D. Kao,Steven J. Feigenberg,Steven J. Feigenberg,Yong Fan,Yong Fan",International Journal of Radiation Oncology Biology Physics,2020.0
10.1038/s41598-020-72535-0,32968131.0,,Intensity harmonization techniques influence radiomics features and radiomics-based predictions in sarcoma patients.,"Intensity harmonization techniques (IHT) are mandatory to homogenize multicentric MRIs before any quantitative analysis because signal intensities (SI) do not have standardized units. Radiomics combine quantification of tumors' radiological phenotype with machine-learning to improve predictive models, such as metastastic-relapse-free survival (MFS) for sarcoma patients. We post-processed the initial T2-weighted-imaging of 70 sarcoma patients by using 5 IHTs and extracting 45 radiomics features (RFs), namely: classical standardization (IHTstd), standardization per adipose tissue SIs (IHTfat), histogram-matching with a patient histogram (IHTHM.1), with the average histogram of the population (IHTHM.All) and plus ComBat method (IHTHM.All.C), which provided 5 radiomics datasets in addition to the original radiomics dataset without IHT (No-IHT). We found that using IHTs significantly influenced all RFs values (p-values: < 0.0001-0.02). Unsupervised clustering performed on each radiomics dataset showed that only clusters from the No-IHT, IHTstd, IHTHM.All, and IHTHM.All.C datasets significantly correlated with MFS in multivariate Cox models (p = 0.02, 0.007, 0.004 and 0.02, respectively). We built radiomics-based supervised models to predict metastatic relapse at 2-years with a training set of 50 patients. The models performances varied markedly depending on the IHT in the validation set (range of AUROC from 0.688 with IHTstd to 0.823 with IHTHM.1). Hence, the use of intensity harmonization and the related technique should be carefully detailed in radiomics post-processing pipelines as it can profoundly affect the reproducibility of analyses.","Amandine Crombé,Michèle Kind,Amandine Crombé,Amandine Crombe,Michèle Kind,David Fadli,David Fadli,François Le Loarer,Antoîne Italiano,François Le Loarer,Xavier Buy,Antoine Italiano,Xavier Buy,Olivier Saut,Olivier Saut",Scientific Reports,2020.0
10.2147/cmar.s271876,33149669.0,,MRI-Based Radiomic Signature as a Prognostic Biomarker for HER2-Positive Invasive Breast Cancer Treated with NAC,"Purpose To identify MRI-based radiomics signature (Rad-score) as a biomarker of risk stratification for disease-free survival (DFS) in patients with HER2-positive invasive breast cancer treated with trastuzumab-based neoadjuvant chemotherapy (NAC) and establish a radiomics-clinicoradiologic-based nomogram that combines Rad-score, MRI findings, and clinicopathological variables for DFS estimation. Patients and Methods A total of 127 patients were divided into a training set and testing set according to the ratio of 7:3. Radiomic features were extracted from multiphase CE-MRI (CEm). Rad-score was calculated using the LASSO (least absolute shrinkage and selection operator) regression analysis. The cutoff point of Rad-score to divide the patients into high- and low-risk groups was determined by receiver operating characteristic curve analysis. A Kaplan-Meier survival curves and the Log rank test were used to investigate the association of the Rad-score with DFS. Univariate and multivariate Cox proportional hazards model were used to determine the association of Rad-score, MRI features, and clinicopathological variables with DFS. A radiomics-clinicoradiologic-based nomogram combining the Rad-score, MRI features, and clinicopathological findings was plotted to validate the radiomic signatures for DFS estimation. Results The Rad-score stratified patients into high- and low-risk groups for DFS in the training set (P<0.0001) and was validated in the testing set (P=0.002). The radiomics-clinicoradiologic-based nomogram estimated DFS (training set: C-index=0.974, 95% confidence interval (CI)=0.954-0.994; testing set: C-index=0.917, 95% CI=0.842-0.991) better than the clinicoradiologic-based nomogram (training set: C-index=0.855, 95% CI=0.739-0.971; testing set: C-index=0.831, 95% CI=0.643-0.999). Conclusion The Rad-score is an independent biomarker for the estimation of DFS in invasive HER2-positive breast cancer with NAC and the radiomics-clinicoradiologic-based nomogram improved individualized DFS estimation.","Qin Li,Qin Xiao,Qin Li,Qin Xiao,Qin Xiao,Jianwei Li,Shaofeng Duan,Jianwei Li,He Wang,Shaofeng Duan,He Wang,Yajia Gu,He Wang,Yajia Gu",Cancer management and research,2020.0
10.21037/gs-20-479,,,MRI-based radiomics analysis to predict preoperative lymph node metastasis in papillary thyroid carcinoma,"The aim of the present study was to develop a magnetic resonance imaging (MRI) radiomics model and evaluate its clinical value in predicting preoperative lymph node metastasis (LNM) in patients with papillary thyroid carcinoma (PTC).Data of 129 patients with histopathologically confirmed PTC were retrospectively reviewed in our study (90 in training group and 39 in testing group). 395 radiomics features were extracted from T2 weighted imaging (T2WI), diffusion weighted imaging (DWI) and T1 weighted multiphase contrast enhancement imaging (T1C+) respectively. Minimum redundancy maximum relevance (mRMR) was used to eliminate irrelevant and redundant features and least absolute shrinkage and selection operator (LASSO), to additionally select an optimized features' subset to construct the radiomics signature. Predictive performance was validated using receiver operating characteristic curve (ROC) analysis, while decision curve analyses (DCA) were conducted to evaluate the clinical worth of the four models according to different sequences. A radiomics nomogram was built using multivariate logistic regression model. The nomogram's performance was assessed and validated in the training and validation cohorts, respectively.Seven key features were selected from T2WI, five from DWI, ten from T1C+ and seven from the combined images. The scores (Rad-scores) of patients with LNM were significantly higher than patients with non-LNM in both the training cohort and the validation cohort. The combined model performed better than the T2WI, DWI, and T1C+ models alone in both cohorts. In the training cohort, the area under the ROC (AUC) values of T2WI, DWI, T1C+ and combined features were 0.819, 0.826, 0.808, and 0.835, respectively; corresponding values in the validation cohort were 0.798, 0.798, 0.789, and 0.830. The clinical utility of the combined model was confirmed using the radiomics nomogram and DCA.MRI radiomic model based on anatomical and functional MRI images could be used as a non-invasive biomarker to identify PTC patients at high risk of LNM, which could help to develop individualized treatment strategies in clinical practice.","Wenjuan Hu,Hao Wang,Wenjuan Hu,Hao Wang,Ran Wei,Lanyun Wang,Ran Wei,Zedong Dai,Lanyun Wang,Zedong Dai,Shaofeng Duan,Yubin Ge,Shaofeng Duan,Yaqiong Ge,Pu-Yeh Wu,Pu-Yeh Wu,Bin Song,Bin Song",Gland surgery,2020.0
10.1155/2020/1712604,,,Machine Learning Based on a Multiparametric and Multiregional Radiomics Signature Predicts Radiotherapeutic Response in Patients with Glioblastoma.,"Background and Objective. Although radiotherapy has become one of the main treatment methods for cancer, there is no noninvasive method to predict the radiotherapeutic response of individual glioblastoma (GBM) patients before surgery. The purpose of this study is to develop and validate a machine learning-based radiomics signature to predict the radiotherapeutic response of GBM patients. Methods. The MRI images, genetic data, and clinical data of 152 patients with GBM were analyzed. 122 patients from the TCIA dataset (training set: <math xmlns=""http://www.w3.org/1998/Math/MathML"" id=""M1""> <mi>n</mi> <mo>=</mo> <mn>82</mn> </math> ; validation set: <math xmlns=""http://www.w3.org/1998/Math/MathML"" id=""M2""> <mi>n</mi> <mo>=</mo> <mn>40</mn> </math> ) and 30 patients from local hospitals were used as an independent test dataset. Radiomics features were extracted from multiple regions of multiparameter MRI. Kaplan-Meier survival analysis was used to verify the ability of the imaging signature to predict the response of GBM patients to radiotherapy before an operation. Multivariate Cox regression including radiomics signature and preoperative clinical risk factors was used to further improve the ability to predict the overall survival (OS) of individual GBM patients, which was presented in the form of a nomogram. Results. The radiomics signature was built by eight selected features. The <math xmlns=""http://www.w3.org/1998/Math/MathML"" id=""M3""> <mi>C</mi> </math> -index of the radiomics signature in the TCIA and independent test cohorts was 0.703 ( <math xmlns=""http://www.w3.org/1998/Math/MathML"" id=""M4""> <mi>P</mi> <mo>&lt;</mo> <mn>0.001</mn> </math> ) and 0.757 ( <math xmlns=""http://www.w3.org/1998/Math/MathML"" id=""M5""> <mi>P</mi> <mo>=</mo> <mn>0.001</mn> </math> ), respectively. Multivariate Cox regression analysis confirmed that the radiomics signature (HR: 0.290, <math xmlns=""http://www.w3.org/1998/Math/MathML"" id=""M6""> <mi>P</mi> <mo>&lt;</mo> <mn>0.001</mn> </math> ), age (HR: 1.023, <math xmlns=""http://www.w3.org/1998/Math/MathML"" id=""M7""> <mi>P</mi> <mo>=</mo> <mn>0.01</mn> </math> ), and KPS (HR: 0.968, <math xmlns=""http://www.w3.org/1998/Math/MathML"" id=""M8""> <mi>P</mi> <mo>&lt;</mo> <mn>0.001</mn> </math> ) were independent risk factors for OS in GBM patients before surgery. When the radiomics signature and preoperative clinical risk factors were combined, the radiomics nomogram further improved the performance of OS prediction in individual patients ( <math xmlns=""http://www.w3.org/1998/Math/MathML"" id=""M9""> <mi>C</mi> <mo>‐</mo> <mtext>index</mtext> <mo>=</mo> <mn>0.764</mn> </math> and 0.758 in the TCIA and test cohorts, respectively). Conclusion. This study developed a radiomics signature that can predict the response of individual GBM patients to radiotherapy and may be a new supplement for precise GBM radiotherapy.","Ziqi Pan,Shujun Zhang,Zi-Qi Pan,Xianglian Wang,Shu-Jun Zhang,Xiang-Lian Wang,Yang Jiao,Xiang-Lian Wang,Jianjian Qiu,Yu-Xin Jiao,Jian-Jian Qiu,Jian-Jian Qiu",Behavioural Neurology,2020.0
10.1016/j.acra.2020.10.015,,,Optimizing the Peritumoral Region Size in Radiomics Analysis for Sentinel Lymph Node Status Prediction in Breast Cancer.,"Rationale and Objectives  Peritumoral features have been suggested to be useful in improving the prediction performance of radiomic models. The aim of this study is to systematically investigate the prediction performance improvement for sentinel lymph node (SLN) status in breast cancer from peritumoral features in radiomic analysis by exploring the effect of peritumoral region sizes.    Materials and Methods  This retrospective study was performed using dynamic contrast-enhanced MRI scans of 162 breast cancer patients. The effect of peritumoral features was evaluated in a radiomics pipeline for predicting SLN metastasis in breast cancer. Peritumoral regions were generated by dilating the tumor regions-of-interest (ROIs) manually annotated by two expert radiologists, with thicknesses of 2 mm, 4 mm, 6 mm, and 8 mm. The prediction models were established in the training set (∼67% of cases) using the radiomics pipeline with and without peritumoral features derived from different peritumoral thicknesses. The prediction performance was tested in an independent validation set (the remaining ∼33%).    Results  For this specific application, the accuracy in the validation set when using the two radiologists’ ROIs could be both improved from 0.704 to 0.796 by incorporating peritumoral features. The choice of the peritumoral size could affect the level of improvement.    Conclusion  This study systematically investigates the effect of peritumoral region sizes in radiomic analysis for prediction performance improvement. The choice of the peritumoral size is dependent on the ROI drawing and would affect the final prediction performance of radiomic models, suggesting that peritumoral features should be optimized in future radiomics studies.","Jie Ding,Jie Ding,Shenglan Chen,Shenglan Chen,Mario Serrano Sosa,Renee Cattell,Mario Serrano Sosa,Renee Cattell,Lei Lan,Jinhua Sun,Lan Lei,Prateek Prasanna,Junqi Sun,Prateek Prasanna,Chunling Liu,Chunling Liu,Chuan Huang,Chuan Huang",Academic Radiology,2020.0
10.1016/j.tranon.2020.100906,33075658.0,,Prediction of post-radiotherapy locoregional progression in HPV-associated oropharyngeal squamous cell carcinoma using machine-learning analysis of baseline PET/CT radiomics.,"Abstract   Locoregional failure remains a therapeutic challenge in oropharyngeal squamous cell carcinoma (OPSCC). We aimed to devise novel objective imaging biomarkers for prediction of locoregional progression in HPV-associated OPSCC. Following manual lesion delineation, 1037 PET and 1037 CT radiomic features were extracted from each primary tumor and metastatic cervical lymph node on baseline PET/CT scans. Applying random forest machine-learning algorithms, we generated radiomic models for censoring-aware locoregional progression prognostication (evaluated by Harrell's C-index) and risk stratification (evaluated in Kaplan-Meier analysis). A total of 190 patients were included; an optimized model yielded a median (interquartile range) C-index of 0.76(0.66-0.81;p=0.01) in prognostication of locoregional progression, using combined PET/CT radiomic features from primary tumors. Radiomics-based risk stratification reliably identified patients at risk for locoregional progression within 2-, 3-, 4-, and 5-year follow-up intervals, with log-rank p-values of p=0.003, p=0.001, p=0.02, p=0.006 in Kaplan-Meier analysis, respectively. Our results suggest PET/CT radiomic biomarkers can predict post-radiotherapy locoregional progression in HPV-associated OPSCC. Pending validation in large, independent cohorts, such objective biomarkers may improve patient selection for treatment de-intensification trials in this prognostically favorable OPSCC entity, and eventually facilitate personalized therapy.","Stefan P. Haider,Stefan P. Haider,Kariem Sharaf,Kariem Sharaf,Tal Zeevi,Philipp Baumeister,Tal Zeevi,Philipp Baumeister,Christoph Reichel,Reza Forghani,Christoph A. Reichel,Reza Forghani,Benjamin H. Kann,Alexandra Petukhova,Benjamin H. Kann,Benjamin L. Judson,Alexandra Petukhova,Manju L. Prasad,Benjamin L. Judson,Chi Liu,Manju L. Prasad,Barbara Burtness,Chi Liu,Barbara Burtness,Amit Mahajan,Seyedmehdi Payabvash,Amit Mahajan,Seyedmehdi Payabvash",Translational Oncology,2020.0
10.1186/s12885-020-07557-y,33167903.0,,Prediction of the clinicopathological subtypes of breast cancer using a fisher discriminant analysis model based on radiomic features of diffusion-weighted MRI,"BACKGROUND The clinicopathological classification of breast cancer is proposed according to therapeutic purposes. It is simplified and can be conducted easily in clinical practice, and this subtyping undoubtedly contributes to the treatment selection of breast cancer. This study aims to investigate the feasibility of using a Fisher discriminant analysis model based on radiomic features of diffusion-weighted MRI for predicting the clinicopathological subtypes of breast cancer. METHODS Patients who underwent breast magnetic resonance imaging were confirmed by retrieving data from our institutional picture archiving and communication system (PACS) between March 2013 and September 2017. Five clinicopathological subtypes were determined based on the status of ER, PR, HER2 and Ki-67 from the immunohistochemical test. The radiomic features of diffusion-weighted imaging were derived from the volume of interest (VOI) of each tumour. Fisher discriminant analysis was performed for clinicopathological subtyping by using a backward selection method. To evaluate the diagnostic performance of the radiomic features, ROC analyses were performed to differentiate between immunohistochemical biomarker-positive and -negative groups. RESULTS A total of 84 radiomic features of four statistical methods were included after preprocessing. The overall accuracy for predicting the clinicopathological subtypes was 96.4% by Fisher discriminant analysis, and the weighted accuracy was 96.6%. For predicting diverse clinicopathological subtypes, the prediction accuracies ranged from 92 to 100%. According to the cross-validation, the overall accuracy of the model was 82.1%, and the accuracies of the model for predicting the luminal A, luminal BHER2-, luminal BHER2+, HER2 positive and triple negative subtypes were 79, 77, 88, 92 and 73%, respectively. According to the ROC analysis, the radiomic features had excellent performance in differentiating between different statuses of ER, PR, HER2 and Ki-67. CONCLUSIONS The Fisher discriminant analysis model based on radiomic features of diffusion-weighted MRI is a reliable method for the prediction of clinicopathological breast cancer subtypes.","Ming Ni,Ming Ni,Xiaoming Zhou,Jingwei Liu,Xiaoming Zhou,Haiyang Yu,Jingwei Liu,Haiyang Yu,Yong Gao,Xuexi Zhang,Yuanxiang Gao,Zhiming Li,Xuexi Zhang,Zhiming Li",BMC Cancer,2020.0
10.1016/j.acra.2020.09.002,33004261.0,,Pretreatment MRI-Derived Radiomics May Evaluate the Response of Different Induction Chemotherapy Regimens in Locally advanced Nasopharyngeal Carcinoma.,,"Lei Zhang,Zhimin Ye,Lei Zhang,Lei Ruan,Zhimin Ye,Lei Ruan,Mingxiang Jiang,Mingxiang Jiang",Academic Radiology,2020.0
10.3389/frai.2020.550890,,,Prognostic Value of Transfer Learning Based Features in Resectable Pancreatic Ductal Adenocarcinoma.,"Background: Pancreatic Ductal Adenocarcinoma (PDAC) is one of the most aggressive cancers with an extremely poor prognosis. Radiomics has shown prognostic ability in multiple types of cancer including PDAC. However, the prognostic value of traditional radiomics pipelines, which are based on hand-crafted radiomic features alone is limited. Methods: Convolutional neural networks (CNNs) have been shown to outperform radiomics models in computer vision tasks. However, training a CNN from scratch requires a large sample size which is not feasible in most medical imaging studies. As an alternative solution, CNN-based transfer learning models have shown the potential for achieving reasonable performance using small datasets. In this work, we developed and validated a CNN-based transfer learning model for prognostication of overall survival in PDAC patients using two independent resectable PDAC cohorts. Results: The proposed transfer learning-based prognostication model achieved the area under the receiver operating characteristic curve of 0.81 on the test cohort, which was significantly higher than that of the traditional radiomics model (0.54). To further assess the prognostic value of the models, the predicted probabilities of death generated from the two models were used as risk scores in a univariate Cox Proportional Hazard model and while the risk score from radiomics model was not associated with overall survival, the proposed transfer learning-based risk score had significant prognostic value with hazard ratio of 1.86 (95% Confidence Interval: 1.15-3.53, p-value: 0.04). Conclusions: This result suggests that transfer learning-based models may significantly improve prognostic performance in typical small sample size medical imaging studies.","Yucheng Zhang,Edrise M. Lobo-Mueller,Yucheng Zhang,Paul J. Karanicolas,Edrise M. Lobo-Mueller,Steven Gallinger,Paul J. Karanicolas,Paul J. Karanicolas,Steven Gallinger,Masoom A. Haider,Masoom A. Haider,Masoom A. Haider,Farzad Khalvati,Masoom A. Haider,Farzad Khalvati",,2020.0
10.1038/s41598-020-73237-3,33046736.0,,Prognostic value of FDG-PET radiomics with machine learning in pancreatic cancer,"Patients with pancreatic cancer have a poor prognosis, therefore identifying particular tumor characteristics associated with prognosis is important. This study aims to investigate the utility of radiomics with machine learning using 18F-fluorodeoxyglucose (FDG)-PET in patients with pancreatic cancer. We enrolled 161 patients with pancreatic cancer underwent pretreatment FDG-PET/CT. The area of the primary tumor was semi-automatically contoured with a threshold of 40% of the maximum standardized uptake value, and 42 PET features were extracted. To identify relevant PET parameters for predicting 1-year survival, Gini index was measured using random forest (RF) classifier. Twenty-three patients were censored within 1year of follow-up, and the remaining 138 patients were used for the analysis. Among the PET parameters, 10 features showed statistical significance for predicting overall survival. Multivariate analysis using Cox HR regression revealed gray-level zone length matrix (GLZLM) gray-level non-uniformity (GLNU) as the only PET parameter showing statistical significance. In RF model, GLZLM GLNU was the most relevant factor for predicting 1-year survival, followed by total lesion glycolysis (TLG). The combination of GLZLM GLNU and TLG stratified patients into three groups according to risk of poor prognosis. Radiomics with machine learning using FDG-PET in patients with pancreatic cancer provided useful prognostic information.","Yoshitaka Toyama,Masatoshi Hotta,Yoshitaka Toyama,Yoshitaka Toyama,Fuyuhiko Motoi,Masatoshi Hotta,Fuyuhiko Motoi,Fuyuhiko Motoi,Kentaro Takanami,Ryogo Minamimoto,Kentaro Takanami,Ryogo Minamimoto,Kei Takase,Kei Takase",Scientific Reports,2020.0
